1,-1,0
1,10,1000
1,3,3000
1,7,4000
1,3,5000
1,7,5000
1,2,7000
1,3,7000
1,3,8000
1,2,10000
1,3,10000
1,2,11000
1,3,12000
1,3,13000
1,3,15000
1,2,16000
1,9,17000
1,3,19000
1,3,20000
1,2,21000
1,7,22000
1,3,23000
1,7,23000
1,9,26000
1,7,27000
1,2,28000
1,9,28000
1,2,31000
1,3,31000
1,2,32000
1,9,33000
1,2,35000
1,3,37000
1,2,38000
1,-1,38000
1,2,39000
1,9,39000
1,12,41000
1,6,42000
1,12,43000
1,6,44000
1,12,45000
1,6,46000
1,12,47000
1,6,48000
1,12,48000
1,5,50000
1,6,50000
1,10,54000
1,10,55000
1,6,59000
1,10,61000
1,-1,72000
1,3,75000
1,7,75000
1,2,77000
1,9,78000
1,2,79000
1,3,79000
1,2,81000
1,9,82000
1,2,83000
1,9,84000
1,9,86000
1,2,87000
1,9,87000
1,9,89000
1,9,90000
1,7,91000
1,7,92000
1,7,94000
1,9,95000
1,9,96000
1,3,97000
1,7,98000
1,3,99000
1,9,101000
1,2,102000
1,9,103000
1,7,104000
1,3,108000
1,7,108000
1,7,111000
1,9,111000
1,9,113000
1,-1,113000
1,2,115000
1,9,115000
1,6,116000
1,12,116000
1,12,118000
1,6,119000
1,5,120000
1,5,122000
1,6,122000
1,5,124000
1,6,124000
1,5,126000
1,10,127000
1,5,128000
1,10,129000
1,5,130000
1,10,131000
1,6,132000
1,5,134000
1,10,134000
1,10,136000
1,5,137000
1,10,137000
1,10,139000
1,12,139000
1,10,141000
1,12,142000
1,6,143000
1,5,144000
1,-1,144000
1,5,145000
1,6,145000
1,3,147000
1,10,147000
1,7,148000
1,3,149000
1,7,150000
1,3,151000
1,7,151000
1,2,153000
1,3,153000
1,2,155000
1,9,156000
1,2,157000
1,9,158000
1,9,159000
1,9,161000
1,9,163000
1,3,164000
1,9,168000
1,7,170000
1,9,172000
1,9,184000
1,3,186000
1,-1,186000
1,2,188000
1,12,189000
1,6,191000
1,12,191000
1,6,192000
1,12,193000
1,12,194000
1,10,195000
1,12,196000
1,10,197000
1,12,198000
1,12,199000
1,12,201000
1,5,203000
1,10,204000
1,12,205000
1,5,207000
1,10,207000
1,10,208000
1,10,210000
1,12,211000
1,12,212000
1,5,214000
1,-1,215000
1,5,217000
1,3,218000
1,7,218000
1,12,218000
1,2,220000
1,3,220000
1,2,223000
1,9,223000
1,2,224000
1,9,225000
1,2,226000
1,9,227000
1,9,229000
1,9,230000
1,9,232000
1,9,235000
1,3,237000
1,7,239000
1,2,241000
1,3,242000
1,3,246000
1,9,254000
1,-1,258000
1,2,260000
1,3,260000
1,6,261000
1,12,261000
1,6,263000
1,12,263000
1,5,265000
1,6,265000
1,5,268000
1,10,268000
1,5,269000
1,10,270000
1,5,271000
1,10,272000
1,5,273000
1,10,273000
1,5,274000
1,5,275000
1,10,275000
1,6,277000
1,12,278000
1,6,279000
1,10,281000
1,5,283000
1,10,283000
1,10,284000
1,12,286000
1,6,287000
1,-1,287000
1,3,290000
1,7,290000
1,7,292000
1,9,293000
1,7,294000
1,2,296000
1,9,296000
1,9,297000
1,2,299000
1,3,300000
1,9,302000
1,2,306000
1,7,308000
1,7,313000
1,7,315000
1,2,317000
1,2,319000
1,3,319000
1,7,325000
1,2,327000
1,2,330000
1,-1,330000
1,10,333000
1,12,334000
1,5,335000
1,10,335000
1,10,337000
1,5,338000
1,10,339000
1,5,340000
1,10,340000
1,5,341000
1,10,342000
1,5,343000
1,10,344000
1,12,345000
1,5,347000
1,10,349000
1,5,352000
1,5,356000
1,12,357000
1,-1,357000
1,3,360000
1,7,361000
1,3,362000
1,7,363000
1,7,364000
1,9,365000
1,7,366000
1,2,367000
1,9,367000
1,2,370000
1,2,372000
1,3,372000
1,9,375000
1,9,382000
1,9,387000
1,9,392000
1,3,396000
1,3,397000
1,2,399000
1,-1,400000
1,2,401000
1,9,402000
1,6,403000
1,12,404000
1,6,406000
1,12,406000
1,6,408000
1,12,408000
1,5,410000
1,10,410000
1,5,412000
1,10,412000
1,5,414000
1,6,414000
1,5,416000
1,5,418000
1,5,420000
1,6,425000
1,5,427000
1,-1,429000
1,3,432000
1,5,432000
1,7,432000
1,3,434000
1,7,435000
1,3,436000
1,7,436000
1,3,437000
1,7,438000
1,3,439000
1,7,440000
1,2,442000
1,9,442000
1,2,444000
1,3,444000
1,2,445000
1,9,447000
1,9,449000
1,3,452000
1,2,453000
1,3,455000
1,7,465000
1,9,466000
1,9,471000
1,9,472000
1,-1,472000
1,7,473000
1,6,475000
1,12,476000
1,6,477000
1,12,477000
1,5,479000
1,6,479000
1,6,481000
1,5,482000
1,6,483000
1,6,485000
1,12,488000
1,6,489000
1,6,491000
1,10,494000
1,10,496000
1,3,498000
1,7,498000
1,10,498000
1,10,499000
1,3,500000
1,-1,500000
