0,1,0
0,1,0
0,2,0
0,2,0
0,-1,20000
0,5,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,-1,46000
0,3,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,-1,74000
0,5,0
0,5,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,-1,1.14e+05
0,3,0
0,3,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,-1,1.54e+05
0,5,0
0,5,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,-1,1.94e+05
0,3,0
0,3,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,-1,2.34e+05
0,5,0
0,5,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,-1,2.74e+05
0,3,0
0,3,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,-1,3.14e+05
0,5,0
0,5,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,-1,3.54e+05
0,3,0
0,3,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,-1,3.94e+05
0,5,0
0,5,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,-1,4.34e+05
0,3,0
0,3,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,-1,4.74e+05
0,5,0
0,5,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,3,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,4,0
0,-1,5.14e+05
